animal,bearlike,belly,big,birdlike,bodies,body,bulky,bumbling,cape,catlike,chunky,circle,circular,coarse,compact,cylindrical,elongated,equine,erect,fast,fat,feathers,features,fishlike,flat,flying,four,fur,furball,gangly,gentle,graceful,grasping,ground,hand,height,highback,horselike,huge,humanlike,lanky,large,larger,lean,legs,little,long,low,medium,muscular,no,normal,oblong,oval,ovals,parabolic,plump,powerful,primates,rectangular,relative,rough,round,rounded,scales,shapely,short,sit,size,skin,skinny,slender,slick,slim,slippery,small,smooth,soft,square,squat,stacked,standard,standon,stout,stouts,strange,streamlined,strong,sweet,swimmers,symmetrical,tail,tall,taller,thick,thin,tiny,torso,two,ugly,upright,upsidedown,walkon,water,webbed,wide,wild,wings,wooly
bat,0.14790267479461985,0.249767103687285,0.27141588296274355,0.325930591379128,0.15233906819657636,0.1980892954048833,0.1911178377461962,0.16763336792782857,0.19309530031648628,0.2567907510307211,0.19519066338259108,0.13959733574599445,0.15444126960012464,0.12063813388079658,0.06895673473501332,0.20215279269842032,0.2157283462125241,0.18619818372236424,0.19704809084915156,0.26486468844298855,0.21064348271419914,0.23711537065392407,0.13795687806670154,0.19644888740589211,0.15971424991442407,0.2817819788359055,0.16760928295973068,0.2307116079674916,0.23658425559972696,0.2030982068673591,0.11330452153886492,0.1646429413416516,0.22176923288475298,0.2905988629820219,0.31335878734839356,0.1374412633632905,0.2430552231504373,0.2589360209984243,0.19847240214653405,0.22935808740713592,0.26143771898427676,0.21045445454662062,0.16166796315230839,0.19054379131096302,0.24130140474998943,0.21139947561101385,0.2281388411759885,0.13762904381565577,0.24240617713577337,0.1366585508082193,0.1179463679472339,0.10137359349924299,0.217503046798096,0.23023376849834737,0.13937744585331055,0.10593010426096036,0.16687232740489225,0.12036264437298899,0.2990932379254195,0.13839563002450042,0.09390558455336316,0.12883252822662583,0.1708290644422922,0.15462439118161503,0.13536976938526074,0.1793972634558974,0.16963117742112802,0.20210998926999077,0.18382449797978254,0.2305041166738699,0.1744190505589132,0.24308653327609353,0.14546559389625346,0.17371383436598037,0.16496848076151843,0.15666261882567792,0.15014429260213388,0.17403203976947867,0.0889752172833313,0.19738342455328772,0.1000768804771356,0.0864614661292085,0.16807795956211483,0.12298115999676827,0.1335815560823932,0.25811976135988246,0.10346014768565293,0.10841584370604422,0.17385295369046938,0.11544323343832318,0.0787306007626138,0.3350948812304371,0.2050500703180573,0.15991051639444137,0.1728014111160545,0.1414033388758791,0.18309276691046814,0.23150716960107706,0.16044824482888384,0.1658108114697989,0.15879441995697463,0.19725076856091545,0.23068903925087858,0.11647073480767367,0.23251595649140713,0.1520892524636354,0.24675541802189438,0.27028149269819723,0.3063082383821248
beaver,0.2551807292125798,0.21402833650757808,0.34499018096848094,0.24689650960382065,0.14834552710498441,0.13892991101089044,0.1956362416494026,0.2809649546636101,0.22809909089695066,0.249312094819285,0.2792402749606853,0.18859600164706042,0.10117484374476181,0.250420924413141,0.20812742950723118,0.10245070864722748,0.1924524011313032,0.19843334532625237,0.1545363164521622,0.12484827218448385,0.2611034671937555,0.275824110630709,0.20885514823296578,0.2655632609140238,0.2236376576840313,0.27827297261298395,0.21458130446885565,0.4294261391314494,0.21945219356741727,0.23272113877023884,0.2501385722769341,0.14309647079434307,0.19283160834735774,0.16297425942596722,0.1405100906105445,0.11420005753503497,0.3253006876988245,0.22357221739213273,0.2060649419623333,0.2341252199807407,0.2559361355371011,0.27084605023032493,0.23781878131931788,0.17859276910516422,0.16093785629469098,0.3462406541805999,0.2046889405881839,0.19154102465034295,0.09575099460071036,0.15801518350609225,0.15822138737816668,0.22625248037595172,0.18328198441757695,0.19716396916847595,0.2193286430832113,0.19593635166206905,0.2014676171986403,0.0911145520458878,0.260167479303214,0.17906342143082196,0.08785191798490712,0.24737498784142814,0.09745977047578318,0.15003158970566602,0.1537920912557583,0.2373870802524065,0.22649033600724675,0.14748435039824218,0.2128628062213179,0.19985046474432525,0.33271315764282383,0.17930389753980183,0.3159535979835172,0.19443188806539105,0.2925488184189594,0.26405643090530745,0.18589224687326675,0.1538581657503975,0.1343495371787938,0.15947178607504106,0.12241416291455501,0.08739188899687564,0.28494890116142896,0.25094322211132475,0.2894387156195856,0.17352098535679558,0.19236029662211476,0.08300604547335881,0.2008584121661127,0.14270483374122572,0.07676789928959982,0.3482789958848683,0.20310556034056884,0.19672461515272463,0.19907733584944753,0.17461964151156734,0.24308181425070913,0.10602514665677196,0.2148635603520448,0.2783779291374233,0.14617622574087794,0.19397478275389574,0.15248753637501325,0.23116578053916764,0.22719202305596328,0.19703913905665466,0.3644246862235707,0.22519446633661078,0.3808347419895239
boar,0.4079601969269864,0.3258180603547154,0.2016558917517256,0.3757160288138022,0.15925437297189018,0.18515511695891868,0.23612073210542098,0.2514646734638571,0.1373065122726483,0.3755911845901423,0.2275404911194266,0.2009605346538821,0.1976607936481696,0.28399442741426156,0.14823943429046765,0.17038844672255635,0.2711249187814902,0.32182190978497055,0.18958719646260333,0.1717619305243703,0.24530566686865962,0.35021287093062825,0.21225949498202096,0.3615981774029691,0.16799016357062518,0.24541858739169686,0.15365440967151842,0.2658823843335722,0.29150595795938433,0.2821332298954457,0.25639566107570605,0.23828370420379688,0.3368326315865326,0.20333097128188424,0.244945831621139,0.132714147239073,0.22137331063311622,0.4156849800137122,0.23766801525247172,0.32915351995708697,0.259342105011686,0.26079006436327185,0.2366464687632865,0.19663560763595425,0.23926626134920675,0.1719903003832493,0.1667364125108151,0.06633382465174034,0.10180321595097458,0.24986296681735032,0.1424803931215046,0.11486762393385049,0.19280959352058719,0.09746416802682772,0.15620219057507725,0.13994323170168876,0.26652532837264137,0.19864742775492025,0.32033287594768745,0.18562032633956554,0.13193474974339628,0.2297171574059068,0.10292155032421951,0.1479268539669137,0.16386907048115257,0.2699870915795899,0.13277172341357155,0.1647478486766008,0.19406418784322815,0.2850646985427244,0.2233229499698938,0.23682888258013002,0.14649224562648855,0.1298971902342612,0.18657164270993123,0.22345078451441933,0.20398086626260667,0.13820772454372277,0.18972376360243176,0.19224442649623655,0.116899702240979,0.11753245967528152,0.26451365764795753,0.21802011264933605,0.2677603044224998,0.20861023824426042,0.1433620780315672,0.09291356024125999,0.20077008202013089,0.15659499130607468,0.1629580831327168,0.3808471931941056,0.20435338547363785,0.20283104164091553,0.24604832369873259,0.1425312276709534,0.13132409760592853,0.32713242847520935,0.18325109446525584,0.2637948300794758,0.21070513823549375,0.1854544775987676,0.1421278162258561,0.2222392419493116,0.26327851528456214,0.1458471689384376,0.5162506790615073,0.2281306627764065,0.345419936490736
cheetah,0.26155441009049146,0.2956226034610782,0.23949528781590532,0.26384343340169314,0.083696977110837,0.15672903124431925,0.21560596009904917,0.20173063324758084,0.2289507427709684,0.3286911065720303,0.27798413653658394,0.1046212423033282,0.0912607749097125,0.056178721565199354,0.11688660203974614,0.08287527117423779,0.19911607523092759,0.30987953292756576,0.0748418245741558,0.26325814718779783,0.21971337619366163,0.24471872965665517,0.3288853692131823,0.16614794951255943,0.11501459747380788,0.32528365071774706,0.21239018361541903,0.2617367530650797,0.25676704135993905,0.25757524785662805,0.18469981294269974,0.19021326119125875,0.22876455639685986,0.0920671221746399,0.14717283609954307,0.060472042378929794,0.2235800131020307,0.1806100535649696,0.1971851030505824,0.2577500391598812,0.25935315355800226,0.13392863515461825,0.1818822153405787,0.18029213956092194,0.24967253051734156,0.19770977752224783,0.16907009527041508,0.12504346067635294,0.16742850100980358,0.23055003943129268,0.1495913611479929,0.15510707359148385,0.07999429904013981,0.09584008123031877,0.15113781323370354,0.17264118569263778,0.17893122116612475,0.17910627785321878,0.4079826158671502,0.06833756745880255,0.11821076463139599,0.1712937046130544,0.12396667152422469,0.16488891243417866,0.1397053601292549,0.1702751453465137,0.17315388914737306,0.11299053628756027,0.1754078108782206,0.25836085628670563,0.24339708922579564,0.17553061731483535,0.2814663883538884,0.22249534010522637,0.1450139976346898,0.0996561560578381,0.12006868496389021,0.10700830424142203,0.1124589149023836,0.15130995690262888,0.07405285637192226,0.17691504240223957,0.18238036148948245,0.11819867432546463,0.13143990754294926,0.23559014867398959,0.2299002778164208,0.12328462705992822,0.15767633403992545,0.18467346406286053,0.1265819176465599,0.3181758557649102,0.16416646865434803,0.2124016646304573,0.12577015559837232,0.12328758801128024,0.2029461961973399,0.22883034187705312,0.22508593872136515,0.28069384847344775,0.1449638548173536,0.3333740584247751,0.17491735489415058,0.175685045184663,0.2593357571111995,0.17075083265346594,0.43896536148569526,0.27605343385698194,0.3199513889245038
crow,0.19794099584431038,0.3295166215015327,0.25974186901374946,0.33781578588063726,0.13579176544344332,0.15565877797553185,0.16431689262779023,0.2516586016763424,0.2168400109897492,0.2937267441161197,0.2235899713943164,0.19850132327864276,0.15165029105284553,0.18801786372639373,0.07980499140204803,0.08281094521738995,0.18659313280324255,0.1940916159133793,0.09743094285984767,0.12589716078826832,0.1553996563182614,0.3760248093607677,0.25714901088461695,0.220020908019964,0.14352096690503832,0.25688003476207816,0.157392353335141,0.23603293896406258,0.20063405322897226,0.2239181909349905,0.24146205752821168,0.20851910509620647,0.20089551547987683,0.2623634604039309,0.22582510236610437,0.11370563700444497,0.22383622251508095,0.2231408201966189,0.12653472504517088,0.20464596582775937,0.24521627873316276,0.13461931749534564,0.1587885782902522,0.20424880697791817,0.2491336736162097,0.3282473599913648,0.2388237164640133,0.12382249654488578,0.15320313020328422,0.10552846536324882,0.1431107422335038,0.10859307669123744,0.16230914368134292,0.14181184895545598,0.16363238829252924,0.14791728321211503,0.1912221303076281,0.176983055576932,0.16826466369071338,0.1376136973357549,0.11173306699011938,0.18994575431725272,0.1493483142139696,0.11852135016743669,0.1591100907920309,0.21715973435566707,0.21029828521299548,0.24748678153443346,0.09844991150605395,0.20057471479403002,0.2268188256501881,0.23570415586395826,0.15610199205583272,0.2038271316147172,0.19514229936547373,0.16086476095332758,0.08521158900036058,0.11934202549641403,0.21281453586299973,0.19573340058138156,0.1468103563772957,0.04257422845621829,0.26417532424591705,0.25748269181247646,0.29346041201571765,0.2899830827287042,0.18904953942964411,0.14317161022445052,0.23889866862314627,0.09231254562214572,0.09567460782177868,0.36566805496717264,0.19901779741875353,0.21385671433041561,0.22660177105023896,0.17027753367583742,0.14302890583287153,0.11482767971541627,0.2036599744194787,0.3073811232280799,0.16065946171469134,0.27786343175489836,0.20474636715020617,0.14505380134890034,0.2155301064607314,0.19069420656608294,0.33901210659758807,0.2754738933629505,0.26245537284562176
deer,0.29296589840728954,0.27889759858857177,0.25245845957784463,0.33956321012744567,0.20676607790929946,0.2169550190371051,0.19411719591534046,0.14765437293062672,0.17081027473928873,0.274661121572815,0.19599757441298682,0.19269106260222502,0.1685296833372954,0.24694329055386632,0.178633005108321,0.1416034102724815,0.2489048480004268,0.3908275279157414,0.2172750207480235,0.1445290180186203,0.22784335447431286,0.37968470082420513,0.22558543914328477,0.2757869973777702,0.18173509403212237,0.2669499503692128,0.17910373246037092,0.3850893695958214,0.23558586330678924,0.19618141201142064,0.22757161214645352,0.19246486794213738,0.26914198032405234,0.20956746539487975,0.1991157178228409,0.15447004022698907,0.24447048874167612,0.3993064915033316,0.19817472957602714,0.28684852910196035,0.1839932409604621,0.30925147105561296,0.24449157232563473,0.20300576134250087,0.26186275000608444,0.2522248543748314,0.2268383936170094,0.11719268142829392,0.19499593998747977,0.19125435655294037,0.15327797025644216,0.1531504386636936,0.21121012056605537,0.187829791880302,0.20573762243539387,0.13097121209040852,0.2509359259327163,0.18112025567758888,0.4007995956656587,0.18409015714534965,0.1574780478309168,0.21033843502043775,0.18766238238789276,0.17246727443407955,0.14735428219910696,0.20338633235856685,0.22140636570338737,0.1512902776614261,0.19831303040122442,0.25766839635918387,0.19589889566056673,0.2508422457752425,0.18612743414569094,0.14506541736586478,0.18934938827150802,0.2854471045168037,0.1912094279874118,0.16096861882970764,0.19353755870408268,0.13341833684179052,0.0694735881850767,0.13393907293215843,0.30362987584159684,0.19380848798550432,0.2574630205929675,0.19045665877456378,0.12117917481925791,0.0857413633199296,0.17735291506840217,0.1831587556776259,0.14172258977307767,0.3841852074682334,0.2229536103764575,0.20327793896544577,0.19682482249622116,0.11481565353870359,0.17627532504417306,0.23556984392650687,0.16418105591131785,0.23616505415253744,0.14834999909196206,0.15612612639956125,0.16363872467157148,0.268676259107607,0.26316890742502147,0.19390283663753158,0.4992684232358919,0.2539088487780009,0.35250254163954875
dolphin,0.2160728487348446,0.3093883011344332,0.15717185958335592,0.308884271126697,0.12081437865556549,0.14917613826778664,0.1601841038403101,0.15431736558233547,0.20510416646426693,0.21393651755572676,0.2648082867758276,0.162481069333828,0.19921100489240484,0.107010576362521,0.15486545005322322,0.13440097835526307,0.2431057998812447,0.26225397416026125,0.1228991455073936,0.2578624216964572,0.16059353748846034,0.23835844442169066,0.21201889312596398,0.2614488529668633,0.16097866665676253,0.31447000679504516,0.22160332167637392,0.18324013582045431,0.18602634718272937,0.2745053946938165,0.22348256886603982,0.24487748874582793,0.1806860255055126,0.162104362802614,0.1785948883431868,0.08873386662675709,0.2316638296916306,0.2063305608732485,0.09789190016584684,0.2901196359855883,0.22617208966741834,0.14780532118548645,0.15521489959424298,0.1892387115895811,0.19293186487468802,0.1978155098894579,0.19499157714553206,0.12973218270402678,0.19084561321824228,0.14269413418631968,0.1337166262897112,0.15102199417485015,0.15834796945123233,0.19129212575298798,0.1686288087468922,0.12618072349405915,0.1619186889959584,0.12794256099967757,0.30803725227529133,0.15310566425756839,0.13441423871942554,0.28246337786269615,0.11575212864031037,0.0921697655921509,0.17085990981164212,0.1478453651950473,0.16682647696719483,0.14429721021226385,0.13023141233339822,0.18738074002330826,0.2381469612656311,0.18585551345733337,0.17892340282614055,0.22679734610062752,0.12671356574356213,0.11570659120433213,0.10696108714824148,0.10808075119788227,0.20952878435439815,0.22359719924020194,0.0867590113702031,0.17390094229800832,0.15813850625599446,0.18889243622285953,0.1289120388248514,0.2063700224973833,0.22759215241191968,0.15694241601825465,0.13186156134370944,0.25704867367825995,0.17792837049717541,0.30016602049195656,0.15746994219242222,0.17445774905334246,0.12546561450186305,0.09701607486248894,0.13589145735678046,0.24428073279593016,0.2581730257046888,0.160719053384216,0.20194099743790545,0.3081308538255377,0.17222463634698404,0.22825640451458798,0.25145745314182716,0.21073711872549475,0.2922686094405485,0.19633129985290268,0.21373398742320054
elephant,0.3377943527078653,0.35110798804313614,0.32405597586613183,0.3640844975607424,0.09625311130068355,0.15443302135961048,0.2471050528707509,0.2568865950596413,0.24810745514086,0.3179804494142351,0.2632886767957516,0.17307350585893666,0.20731171803361564,0.10879729324503676,0.08016660368967553,0.1968281613684688,0.26031981194920967,0.2644459798500612,0.2642415171350125,0.16278606633952128,0.2697904747927116,0.32549879219690697,0.2504355676543061,0.23503489737950417,0.1313434685550892,0.2893549201725534,0.17312890634854586,0.2797652532004146,0.2368326785130961,0.28405411149048243,0.25904184211254516,0.25825494222795425,0.3555313041224731,0.2018050059872562,0.2752362438813983,0.1928943210892846,0.25971317094432184,0.3308247960178269,0.3264364910568803,0.30491676906636395,0.294999089262351,0.27604873533027524,0.22940142616100964,0.2175726742421711,0.30292940685476416,0.22872511717126767,0.2023550348293403,0.08570537862532229,0.16016699957529462,0.2442015194927326,0.09412119752239421,0.10029991592793777,0.1876705066796578,0.14171063129202668,0.09298474218170151,0.1218032020121024,0.2436208441447045,0.15676411920572741,0.37644510405836124,0.16904381539487093,0.19378400809544893,0.2681726718543608,0.1590796631262673,0.14799632335304658,0.1802552131298025,0.2069008301360569,0.17362299241747953,0.15714351618381373,0.1985895185314237,0.2832138182307477,0.2641850063700497,0.2586643695950632,0.20316348751825683,0.21793287864471758,0.23451626614404417,0.25753795299464793,0.15556074880009965,0.12332950160330632,0.26452615692685444,0.3054007865203482,0.18584193048663641,0.11774172937055127,0.19830061230642768,0.250559534834498,0.22808171132396285,0.25627041435372666,0.12879254475821342,0.1516577629754399,0.22166370701038723,0.16633158465120657,0.20991158981405744,0.3151728807864569,0.30379800537046875,0.25084826517878434,0.2697591142961145,0.22352767354104133,0.2814379958468218,0.2860132722466943,0.2283737780157428,0.2460613514992828,0.2526576107676396,0.31370900039612315,0.21598618514372983,0.2530161402991845,0.2758554896755013,0.16179148225708934,0.46031014527226866,0.23494635615876175,0.40088449949411703
flamingo,0.16073182983065407,0.3096079083839067,0.256370716065521,0.32000162913152014,0.11467483646060904,0.085601649658929,0.19343307762694992,0.22975350803195144,0.26150073279027636,0.20091405064008963,0.3019317898906727,0.25087329100188205,0.18315477873208721,0.10949409250856033,0.12726950338169252,0.11200658630454005,0.22865196651236508,0.23117770587642375,0.12802570453129541,0.1939380634315854,0.2582746802247355,0.4232682310881525,0.2515387895613058,0.18520540867739207,0.18967095217813165,0.3450738937333334,0.1890155130980801,0.23811033200422113,0.24383603721053626,0.25615753988258044,0.18796152924597856,0.22434946747989237,0.17604665089682828,0.15413207554426822,0.14674529503630304,0.15064534543228253,0.2873690955490838,0.16352972535474966,0.23718732316646138,0.17715558792375147,0.2965259860319287,0.2273725990017976,0.23350312839994183,0.12498607481629248,0.24846030103794345,0.2988953747459813,0.17646573519235745,0.1600074171576167,0.1612371522782635,0.1590414618736434,0.14634893044216382,0.12535047098913907,0.18270697774903696,0.1952948929708354,0.21379966211397158,0.17751739062797095,0.2658006101139827,0.12155551427198233,0.27456546028486667,0.15723544275441245,0.15662354854176475,0.19827359719894608,0.13156091739729894,0.171111185081807,0.09901688214228171,0.2144048936177914,0.22809811275766836,0.08607426233890099,0.1757186956178507,0.16766813749557974,0.3077220277592356,0.2386460299037595,0.29103055586266274,0.26659247957573545,0.15078329182779623,0.2069297249110346,0.1636786753221757,0.19908133146096216,0.19569688713031277,0.20546030522763556,0.10807299569297074,0.12231007740890186,0.22539504881817027,0.22407182586755856,0.2382997734844821,0.20614586783679156,0.2177820271844241,0.08020489087601944,0.25855763963602507,0.16251650230305825,0.15426030678677036,0.348408599029004,0.22238155259001793,0.2421224809875592,0.19596468526951083,0.17968348683349974,0.25840995005173506,0.19189206393638464,0.20878357928494293,0.19884410826635926,0.16102664751527893,0.33677263613691333,0.15739839607678807,0.25431254583380275,0.2838016047163422,0.1713587080161914,0.3495695079258665,0.34083981341126285,0.31300415870527476
giraffe,0.27115988693608967,0.32572482580599577,0.19685357023647987,0.4096190136040899,0.07724102032259295,0.1441778193449009,0.27573602683278514,0.18807127699040888,0.24394534845774585,0.367381638479805,0.20308299723282766,0.14932196163619094,0.17431428056623005,0.14444923216563316,0.15104286400296538,0.21381420277742236,0.28110848136382954,0.34874081529369133,0.22878539405101697,0.21121446618525788,0.277721550428462,0.3845845733300644,0.24643822669352447,0.26057711916555454,0.1941853308343156,0.22069188310314408,0.15077445169130707,0.29932494987652697,0.26065897912513175,0.283292729512174,0.2624897738863878,0.287061439589562,0.32410291298432475,0.1726147778956762,0.22272009221251937,0.21702348655119785,0.1886030232971679,0.3406622799706717,0.18678211077258344,0.361830935181416,0.29662398511876853,0.22046996694714266,0.22536100155711994,0.16704171044906907,0.3510541278767606,0.2079606317474789,0.1992960165555052,0.08565844544134986,0.1511117413404972,0.3112488289298912,0.12773265288605504,0.19244757595005396,0.18844035445698887,0.1635951229093769,0.12930676796394144,0.23838269919771216,0.3111512119126209,0.20882861360352906,0.418518186356925,0.17699343190551697,0.19167964947220664,0.22331827059495316,0.1379605988753508,0.1431184481065055,0.15121196045509933,0.2310006737064391,0.2427310605973917,0.19940072791709879,0.23529132250860607,0.3554119675380499,0.313626723898455,0.2858473659902411,0.20220191324724185,0.2075258146656244,0.123622847455151,0.18170123334122407,0.16107628796359366,0.18590765751939736,0.21871916706373412,0.273546975165965,0.12048373726574967,0.1742481318671435,0.21330181777784804,0.25288007013022124,0.24492281867895926,0.22755590928367248,0.17640596315610482,0.1327038917048275,0.1773230796659322,0.20655225232297186,0.22434019250851597,0.366331696206722,0.32340238680355154,0.3264943538848814,0.2610007571284096,0.2232109397610142,0.20133764969989112,0.34586993907042046,0.1960346128022059,0.26975154213767305,0.25278337545212365,0.2938199726593869,0.1970537828435162,0.2261429448451532,0.28816538808374104,0.15117621168185089,0.43998508207348797,0.31587679314790307,0.3820649246721933
